"idade","vacina_newcastle","vacina_salmonella","nro_aves","tipo_exploracao","segmento","exploracao","finalidade","materiais_coletados_array"
"1 semana",Não,Não,27054,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFM"",""Suabe de Arrasto LFM""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",6360,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"11 semanas","Sim, viva","Sim, viva",44731,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Propé Misto""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",32380,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"38 semanas","Sim, inativa.","Sim, inativa.",24772,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",32311,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",31869,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"30 semanas","Sim, viva/inativa","Sim, viva/inativa",37751,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",16186,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"71 semanas","Sim, viva/inativa","Sim, viva/inativa",41735,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"36 semanas","Sim, inativa.",Não,16109,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"50 semanas","Sim, viva/inativa","Sim, viva/inativa",19042,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"38 semanas","Sim, inativa.","Sim, inativa.",16701,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"5 dias",Não,Não,33906,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LMF""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",16056,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"25 semanas","Sim, viva/inativa","Sim, viva/inativa",66950,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"12 semanas",Não,Não,27242,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Suabe de Arrasto Misto""}"
"1 dia",Não,Não,21930,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Aves Mortas Misto"",""Suabe Fundo de Caixa Misto"",""Suabe Fundo de Caixa Misto""}"
"2 dias",Não,Não,30879,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LMF"",""Suabe Fundo de Caixa LMF""}"
"61 semanas","Sim, viva/inativa","Sim, viva/inativa",30216,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",41218,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"66 semanas","Sim, inativa.","Sim, inativa.",13402,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"30 semanas","Sim, viva/inativa","Sim, inativa.",50533,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"10 semanas","Sim, viva","Sim, viva",27298,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Propé LF"",""Propé LF"",""Propé LM"",Soros}"
"1 dia",Não,Não,28528,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LMM"",""Suabe Fundo de Caixa LMM""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",15910,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",7840,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",25630,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",24253,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"30 semanas","Sim, viva/inativa","Sim, viva/inativa",36026,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"31 semanas","Sim, viva/inativa","Sim, viva/inativa",22402,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"1 dia",Não,Não,5669,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LM"",Soros,""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",29855,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"30 semanas","Sim, viva/inativa","Sim, inativa.",8490,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"30 semanas","Sim, viva/inativa","Sim, viva/inativa",25022,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"48 semanas","Sim, viva/inativa","Sim, inativa.",14266,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"40 semanas","Sim, viva/inativa","Sim, inativa.",27831,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",8391,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"1 dia",Não,Não,39535,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Suabe de Arrasto Misto"",""Aves Mortas Misto"",""Suabe Fundo de Caixa Misto""}"
"72 semanas","Sim, viva/inativa","Sim, viva/inativa",40806,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"13 semanas","Sim, viva",Não,7990,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Suabe de Arrasto Misto""}"
"29 semanas","Sim, viva/inativa","Sim, viva/inativa",32565,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"4 dias",Não,Não,78615,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Aves Mortas Misto"",""Suabe Fundo de Caixa Misto"",""Suabe Fundo de Caixa Misto"",""Suabe Fundo de Caixa Misto""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",39593,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",39432,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",25028,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"11 semanas","Sim, viva","Sim, viva",43160,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Fezes Frescas""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",35126,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"23 semanas","Sim, viva/inativa","Sim, viva/inativa",40400,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"32 semanas","Sim, viva/inativa","Sim, inativa.",34440,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",14270,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"40 semanas","Sim, viva/inativa","Sim, viva/inativa",8187,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"40 semanas","Sim, inativa.","Sim, inativa.",27558,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"39 semanas","Sim, inativa.","Sim, inativa.",31116,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"1 dia",Não,Não,27940,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM"",""Propé Misto"",""Propé Misto""}"
"27 semanas","Sim, viva/inativa","Sim, inativa.",16300,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"12 semanas","Sim, viva","Sim, viva",34103,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Suabe de Cloaca""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",18451,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",23610,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",17320,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",8420,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"63 semanas","Sim, inativa.","Sim, inativa.",21998,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"3 dias",Não,Não,4390,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LM"",""Suabe Fundo de Caixa LM""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",15203,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",20956,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"12 semanas","Sim, viva","Sim, viva",35991,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Suabe de Cloaca""}"
"27 semanas","Sim, viva/inativa","Sim, viva/inativa",32540,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"66 semanas","Sim, viva/inativa","Sim, viva/inativa",27716,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",7727,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"6 dias",Não,Não,44815,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFM""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",29442,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"66 semanas","Sim, viva/inativa","Sim, inativa.",12319,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"49 semanas","Sim, viva/inativa","Sim, viva/inativa",15489,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",17170,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"62 semanas","Sim, viva/inativa","Sim, viva/inativa",8652,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"3 dias",Não,Não,19700,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Suabe Fundo de Caixa LF""}"
"36 semanas","Sim, inativa.","Sim, inativa.",23437,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",13420,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"1 dia",Não,Não,43745,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Aves Mortas Misto"",""Suabe Fundo de Caixa Misto"",""Suabe Fundo de Caixa Misto"",""Suabe Fundo de Caixa Misto"",""Suabe Fundo de Caixa Misto""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",22480,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"4 dias",Não,Não,46057,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LM"",""Cepilho/Papel Fundo Caixa LF"",""Cepilho/Papel Fundo Caixa LM""}"
"49 semanas","Sim, inativa.",Não,16498,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"30 semanas","Sim, viva/inativa","Sim, viva/inativa",16061,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"25 semanas","Sim, viva/inativa","Sim, viva/inativa",23800,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",31225,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",26210,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",16600,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"40 semanas","Sim, inativa.","Sim, inativa.",8581,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"53 semanas","Sim, inativa.","Sim, inativa.",55911,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"6 dias",Não,Não,33906,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFM""}"
"38 semanas","Sim, inativa.","Sim, inativa.",33140,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"64 semanas","Sim, viva/inativa","Sim, inativa.",11950,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"71 semanas","Sim, inativa.",Não,18895,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Fezes Frescas""}"
"31 semanas","Sim, inativa.","Sim, inativa.",40579,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",25840,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"51 semanas","Sim, inativa.","Sim, inativa.",25087,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"61 semanas","Sim, viva/inativa","Sim, inativa.",11046,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"1 dia",Não,Não,9696,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LMF"",""Aves Mortas LMM"",""Suabe de Arrasto LMF"",""Suabe de Arrasto LMM"",""Suabe Fundo de Caixa LMF"",""Suabe Fundo de Caixa LMM""}"
"50 semanas","Sim, inativa.","Sim, inativa.",17621,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"5 dias",Não,Não,54774,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LMM""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",57853,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"12 semanas","Sim, viva","Sim, inativa.",51291,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Propé LF"",""Propé LF"",""Propé LF"",""Propé LM"",Soros}"
"13 semanas","Sim, viva","Sim, viva",26568,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Propé LF"",Soros}"
"29 semanas","Sim, inativa.","Sim, inativa.",24340,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Orgãos - Baço"",""Orgãos - Cecos"",""Orgãos - Coração"",""Orgãos - Fígado"",""Orgãos - Tonsilas Cecais"",""Propé Misto"",""Propé Misto""}"
"78 semanas","Sim, inativa.",Não,2580,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Propé Misto""}"
"49 semanas","Sim, viva/inativa","Sim, viva/inativa",32263,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",42879,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"1 dia",Não,Não,5409,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LM"",Soros,""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",30350,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"33 semanas","Sim, viva/inativa","Sim, viva",10572,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{""Propé LF"",""Propé LM"",Soros}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",19290,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",31235,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"30 semanas","Sim, viva/inativa","Sim, viva/inativa",25600,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"2 dias",Não,Não,28080,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFF""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",35833,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"72 semanas","Sim, viva/inativa","Sim, viva/inativa",47423,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",15600,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",37751,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",15160,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"1 dia",Não,Não,24000,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM"",""Suabe de Arrasto LF"",""Suabe de Arrasto LM""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",38772,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"5 dias",Não,Não,37790,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LF"",""Propé LF"",""Propé LF"",""Propé LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM""}"
"12 semanas","Sim, viva","Sim, viva",33949,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Suabe de Cloaca""}"
"63 semanas","Sim, viva/inativa","Sim, inativa.",14549,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"30 semanas","Sim, viva/inativa","Sim, viva/inativa",17120,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"27 semanas","Sim, viva/inativa","Sim, viva/inativa",16776,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"37 semanas","Sim, inativa.","Sim, inativa.",33757,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",16170,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"45 semanas","Sim, inativa.","Sim, viva",5211,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"1 semana",Não,Não,14380,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM""}"
"12 semanas","Sim, viva",Não,30487,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Fezes Frescas""}"
"32 semanas","Sim, inativa.","Sim, viva",9086,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{""Propé LF"",""Propé LM"",Soros}"
"83 semanas","Sim, viva/inativa","Sim, inativa.",10192,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"4 dias",Não,Não,78315,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Suabe de Arrasto Misto"",""Aves Mortas Misto"",""Suabe Fundo de Caixa Misto""}"
"12 semanas","Sim, viva","Sim, viva",64192,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Propé LF"",""Propé LF"",""Propé LF"",""Propé LM"",Soros}"
"12 semanas","Sim, inativa.","Sim, inativa.",35144,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"59 semanas","Sim, inativa.","Sim, inativa.",23060,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Propé Misto""}"
"5 dias",Não,Não,44815,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LMF""}"
"63 semanas","Sim, inativa.","Sim, inativa.",54928,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
