"idade","vacina_newcastle","vacina_salmonella","nro_aves","tipo_exploracao","segmento","exploracao","finalidade","materiais_coletados_array"
"36 semanas","Sim, inativa.","Sim, inativa.",15642,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",24235,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",14304,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"7 dias",Não,Não,44280,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas Misto"",""Suabe Fundo de Caixa Misto""}"
"37 semanas","Sim, viva/inativa","Sim, viva/inativa",38961,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"12 semanas","Sim, viva","Sim, viva",34892,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Suabe de Cloaca""}"
"46 semanas","Sim, inativa.","Sim, viva",9673,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",16969,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"30 semanas","Sim, viva/inativa","Sim, viva/inativa",33490,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"60 semanas","Sim, inativa.",Não,19237,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",31076,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, inativa.","Sim, inativa.",25107,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"3 dias",Não,Não,37300,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LF"",""Propé LF"",""Propé LF"",""Propé LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM""}"
"49 semanas","Sim, viva/inativa","Sim, inativa.",46221,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"5 dias",Não,Não,31370,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LM"",""Cepilho/Papel Fundo Caixa LF"",""Cepilho/Papel Fundo Caixa LM""}"
"63 semanas","Sim, inativa.","Sim, inativa.",23504,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"39 semanas","Sim, inativa.","Sim, inativa.",24815,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"52 semanas","Sim, viva/inativa","Sim, viva/inativa",7460,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",7280,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"51 semanas","Sim, inativa.","Sim, inativa.",22599,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",13200,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"10 semanas","Sim, viva","Sim, viva",44897,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Propé Misto""}"
"3 dias","Sim, viva",Não,17580,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LF"",""Propé LF"",""Propé LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LF""}"
"60 semanas","Sim, inativa.","Sim, inativa.",54928,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto""}"
"30 semanas","Sim, viva/inativa","Sim, viva/inativa",6956,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"36 semanas","Sim, inativa.","Sim, inativa.",37491,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",27449,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"52 semanas","Sim, inativa.","Sim, inativa.",39723,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"24 semanas","Sim, inativa.","Sim, inativa.",39721,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto""}"
"1 semana",Não,Não,44815,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFM""}"
"51 semanas","Sim, inativa.","Sim, inativa.",25418,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",16840,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"63 semanas","Sim, inativa.",Não,15156,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"2 dias",Não,Não,37350,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LF"",""Propé LF"",""Propé LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM""}"
"49 semanas","Sim, viva/inativa","Sim, viva/inativa",23050,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"34 semanas","Sim, viva/inativa","Sim, viva/inativa",8170,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"29 semanas","Sim, viva/inativa","Sim, viva/inativa",37720,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",6840,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",46401,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"30 semanas","Sim, viva/inativa","Sim, viva/inativa",24879,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"64 semanas","Sim, viva/inativa","Sim, inativa.",24639,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"63 semanas","Sim, inativa.",Não,36156,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"1 semana",Não,Não,49159,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Suabe de Arrasto Misto"",""Aves Mortas Misto"",""Suabe Fundo de Caixa Misto"",""Suabe Fundo de Caixa Misto""}"
"31 semanas","Sim, viva/inativa","Sim, viva/inativa",13176,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",25643,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"36 semanas","Sim, viva/inativa","Sim, inativa.",21888,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"35 semanas","Sim, inativa.",Não,26115,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",36049,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",16068,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"50 semanas","Sim, inativa.",Não,12567,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"3 dias",Não,Não,26280,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto""}"
"40 semanas","Sim, viva/inativa","Sim, viva/inativa",20140,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"24 semanas","Sim, inativa.","Sim, inativa.",65340,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"5 dias",Não,Não,33906,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFF"",""Suabe de Arrasto LFF""}"
"36 semanas","Sim, inativa.","Sim, inativa.",48675,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto"",""Suabe de Arrasto Misto""}"
"11 semanas","Sim, viva","Sim, viva",53428,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Suabe de Arrasto LF"",""Suabe de Arrasto LF"",""Suabe de Arrasto LF"",""Suabe de Arrasto LF"",""Suabe de Arrasto LF""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",31320,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"34 semanas","Sim, viva","Sim, inativa.",7686,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",35398,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"12 semanas","Sim, viva",Não,46626,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Fezes Frescas""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",31834,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"61 semanas","Sim, inativa.","Sim, inativa.",22184,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"53 semanas","Sim, inativa.","Sim, inativa.",22358,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"65 semanas","Sim, inativa.","Sim, inativa.",20750,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"52 semanas","Sim, viva/inativa","Sim, inativa.",11498,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"36 semanas","Sim, inativa.","Sim, inativa.",9826,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",39024,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"38 semanas","Sim, inativa.","Sim, inativa.",24032,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"29 semanas","Sim, inativa.","Sim, inativa.",36667,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",33515,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Cloaca""}"
"11 semanas","Sim, viva","Sim, viva",47900,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Propé LF"",""Propé LM"",Soros}"
"26 semanas","Sim, viva","Sim, inativa.",8503,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"28 semanas","Sim, viva/inativa","Sim, inativa.",11520,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"4 dias",Não,Não,46915,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LF"",""Propé LF"",""Propé LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM""}"
"2 dias",Não,Não,37720,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LF"",""Propé LF"",""Propé LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",30963,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"63 semanas","Sim, viva/inativa","Sim, viva/inativa",30341,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"55 semanas","Sim, inativa.","Sim, viva",9349,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{""Propé LF"",""Propé LM"",Soros}"
"4 dias",Não,Não,54774,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LMF""}"
"27 semanas","Sim, inativa.",Não,26472,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"4 dias",Não,Não,27850,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFM""}"
"60 semanas","Sim, viva/inativa",Não,12350,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Fezes Frescas""}"
"55 semanas","Sim, inativa.","Sim, inativa.",57670,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",14900,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"50 semanas","Sim, inativa.","Sim, inativa.",16017,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"64 semanas","Sim, inativa.","Sim, inativa.",20466,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"50 semanas","Sim, viva/inativa","Sim, inativa.",16046,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"5 dias",Não,Não,30000,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Suabe de Arrasto Misto"",""Suabe Fundo de Caixa Misto""}"
"30 semanas","Sim, viva/inativa","Sim, viva/inativa",17764,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",16340,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"24 semanas","Sim, inativa.","Sim, inativa.",26683,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto""}"
"37 semanas","Sim, inativa.","Sim, viva",4356,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"15 semanas","Sim, inativa.","Sim, viva",11425,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Propé LF"",""Propé LF"",""Propé LM"",Soros,Soros}"
"35 semanas","Sim, viva/inativa","Sim, viva/inativa",13098,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"1 semana",Não,Não,33906,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LMM"",""Suabe de Arrasto LMM""}"
"30 semanas","Sim, viva/inativa","Sim, viva/inativa",30870,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"41 semanas","Sim, inativa.","Sim, inativa.",23373,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Meconio,""Ovos Bicados ""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",17006,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"50 semanas","Sim, viva/inativa","Sim, viva/inativa",7800,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"36 semanas","Sim, viva/inativa","Sim, inativa.",9768,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"51 semanas","Sim, viva/inativa","Sim, viva/inativa",7850,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",13640,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"5 dias",Não,Não,23600,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LF"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM""}"
"12 semanas","Sim, viva",Não,24048,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Fezes Frescas""}"
"64 semanas","Sim, viva/inativa","Sim, viva/inativa",43624,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"51 semanas","Sim, viva/inativa","Sim, inativa.",21687,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"52 semanas","Sim, viva/inativa","Sim, viva/inativa",15700,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"85 semanas","Sim, inativa.","Sim, inativa.",11406,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",8180,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"31 semanas","Sim, viva/inativa","Sim, inativa.",25804,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",53215,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"1 dia",Não,Não,19540,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Suabe Fundo de Caixa LF"",""Suabe de Arrasto LF"",""Suabe de Arrasto LF"",""Suabe de Arrasto LF""}"
"12 semanas",Não,Não,36142,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Suabe de Arrasto Misto""}"
"29 semanas","Sim, viva/inativa","Sim, viva/inativa",24723,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"36 semanas","Sim, viva/inativa",Não,20886,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Fezes Frescas""}"
"4 dias",Não,Não,47630,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LM"",""Cepilho/Papel Fundo Caixa LF"",""Cepilho/Papel Fundo Caixa LM""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",15450,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"31 semanas","Sim, inativa.","Sim, inativa.",20048,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"30 semanas","Sim, viva/inativa","Sim, viva/inativa",8112,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"3 dias",Não,Não,50055,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Propé LF"",""Propé LM"",""Cepilho/Papel Fundo Caixa LF"",""Cepilho/Papel Fundo Caixa LM""}"
"1 dia",Não,Não,27020,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFM""}"
"2 dias",Não,Não,27850,Avó,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{""Aves Mortas LFF""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",34089,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"63 semanas","Sim, inativa.",Não,12656,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"27 semanas","Sim, inativa.","Sim, inativa.",27111,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"24 semanas","Sim, viva/inativa","Sim, inativa.",26812,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"27 semanas","Sim, viva/inativa","Sim, viva/inativa",24100,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de gema""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",33752,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"49 semanas","Sim, inativa.","Sim, inativa.",23080,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"11 semanas","Sim, viva",Não,28196,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{Soros,""Suabe de Arrasto Misto""}"
"48 semanas","Sim, inativa.","Sim, inativa.",23008,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto"",""Propé Misto""}"
"4 dias",Não,Não,32232,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Suabe de Arrasto Misto"",""Suabe Fundo de Caixa Misto""}"
"48 semanas","Sim, viva/inativa","Sim, viva/inativa",10500,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Suabe de Arrasto Misto""}"
"47 semanas","Sim, viva/inativa","Sim, viva/inativa",17437,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"30 semanas","Sim, viva/inativa","Sim, inativa.",8965,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",26890,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"61 semanas","Sim, viva/inativa","Sim, viva/inativa",30600,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"30 semanas","Sim, viva/inativa","Sim, viva/inativa",45480,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",47255,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"36 semanas","Sim, viva/inativa","Sim, inativa.",32090,Matriz,AVES_GENETICA,Reprodução,Granja de ciclo completo,"{Soros,""Suabe de Arrasto Misto""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",37413,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"31 semanas","Sim, viva/inativa","Sim, viva/inativa",44085,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados - Pool de fígado + baço + bursa (órgãos)"",""Ovos Bicados - Pool de cecos"",""Ovos Bicados - Pool de gema""}"
"24 semanas","Sim, viva/inativa","Sim, viva/inativa",36080,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"36 semanas","Sim, viva/inativa","Sim, viva/inativa",8378,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"61 semanas","Sim, viva/inativa","Sim, viva/inativa",14599,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Fezes Frescas""}"
"60 semanas","Sim, viva/inativa","Sim, viva/inativa",25022,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto""}"
"1 dia",Não,Não,17070,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Aves Mortas LM"",""Suabe Fundo de Caixa LF"",""Suabe Fundo de Caixa LM""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",31151,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"36 semanas","Sim, inativa.","Sim, inativa.",25538,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Soros,""Propé Misto"",""Propé Misto""}"
"61 semanas","Sim, viva/inativa","Sim, viva/inativa",18692,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
"1 dia",Não,Não,10800,Matriz,AVES_GENETICA,Reprodução,Granja de recria,"{""Aves Mortas LF"",""Propé LF"",""Propé LF"",""Propé LF"",""Propé LF"",""Propé LF"",""Propé LF"",""Propé LM"",""Propé LM"",""Suabe Fundo de Caixa LF""}"
"39 semanas","Sim, viva/inativa","Sim, viva/inativa",39432,Matriz,AVES_GENETICA,Reprodução,Granja de produção(OF),"{Meconio,""Ovos Bicados ""}"
